title,price_gbp,rating,url,page_num,rating_num,title_length,high_rating
Immunity: How Elie Metchnikoff Changed the Course of Modern Medicine,57.36,Five,https://books.toscrape.com/catalogue/immunity-how-elie-metchnikoff-changed-the-course-of-modern-medicine_900/index.html,6,5,68,1
"I Hate Fairyland, Vol. 1: Madly Ever After (I Hate Fairyland (Compilations) #1-5)",29.17,Two,https://books.toscrape.com/catalogue/i-hate-fairyland-vol-1-madly-ever-after-i-hate-fairyland-compilations-1-5_899/index.html,6,2,81,0
I am a Hero Omnibus Volume 1,54.63,Three,https://books.toscrape.com/catalogue/i-am-a-hero-omnibus-volume-1_898/index.html,6,3,28,0
How to Be Miserable: 40 Strategies You Already Use,46.03,One,https://books.toscrape.com/catalogue/how-to-be-miserable-40-strategies-you-already-use_897/index.html,6,1,50,0
Her Backup Boyfriend (The Sorensen Family #1),33.97,One,https://books.toscrape.com/catalogue/her-backup-boyfriend-the-sorensen-family-1_896/index.html,6,1,45,0
"Giant Days, Vol. 2 (Giant Days #5-8)",22.11,Two,https://books.toscrape.com/catalogue/giant-days-vol-2-giant-days-5-8_895/index.html,6,2,36,0
Forever and Forever: The Courtship of Henry Longfellow and Fanny Appleton,29.69,Three,https://books.toscrape.com/catalogue/forever-and-forever-the-courtship-of-henry-longfellow-and-fanny-appleton_894/index.html,6,3,73,0
First and First (Five Boroughs #3),15.97,Four,https://books.toscrape.com/catalogue/first-and-first-five-boroughs-3_893/index.html,6,4,34,1
Fifty Shades Darker (Fifty Shades #2),21.96,One,https://books.toscrape.com/catalogue/fifty-shades-darker-fifty-shades-2_892/index.html,6,1,37,0
Everydata: The Misinformation Hidden in the Little Data You Consume Every Day,54.35,Two,https://books.toscrape.com/catalogue/everydata-the-misinformation-hidden-in-the-little-data-you-consume-every-day_891/index.html,6,2,77,0
"Don't Be a Jerk: And Other Practical Advice from Dogen, Japan's Greatest Zen Master",37.97,Two,https://books.toscrape.com/catalogue/dont-be-a-jerk-and-other-practical-advice-from-dogen-japans-greatest-zen-master_890/index.html,6,2,83,0
Danganronpa Volume 1,51.99,Four,https://books.toscrape.com/catalogue/danganronpa-volume-1_889/index.html,6,4,20,1
Crown of Midnight (Throne of Glass #2),43.29,Three,https://books.toscrape.com/catalogue/crown-of-midnight-throne-of-glass-2_888/index.html,6,3,38,0
"Codename Baboushka, Volume 1: The Conclave of Death",36.72,Four,https://books.toscrape.com/catalogue/codename-baboushka-volume-1-the-conclave-of-death_887/index.html,6,4,51,1
Camp Midnight,17.08,Four,https://books.toscrape.com/catalogue/camp-midnight_886/index.html,6,4,13,1
Call the Nurse: True Stories of a Country Nurse on a Scottish Isle,29.14,Five,https://books.toscrape.com/catalogue/call-the-nurse-true-stories-of-a-country-nurse-on-a-scottish-isle_885/index.html,6,5,66,1
Burning,28.81,Three,https://books.toscrape.com/catalogue/burning_884/index.html,6,3,7,0
Bossypants,49.46,Two,https://books.toscrape.com/catalogue/bossypants_883/index.html,6,2,10,0
"Bitch Planet, Vol. 1: Extraordinary Machine (Bitch Planet (Collected Editions))",37.92,Two,https://books.toscrape.com/catalogue/bitch-planet-vol-1-extraordinary-machine-bitch-planet-collected-editions_882/index.html,6,2,79,0
"Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)",28.09,Two,https://books.toscrape.com/catalogue/avatar-the-last-airbender-smoke-and-shadow-part-3-smoke-and-shadow-3_881/index.html,6,2,74,0
Algorithms to Live By: The Computer Science of Human Decisions,30.81,One,https://books.toscrape.com/catalogue/algorithms-to-live-by-the-computer-science-of-human-decisions_880/index.html,7,1,62,0
A World of Flavor: Your Gluten Free Passport,42.95,One,https://books.toscrape.com/catalogue/a-world-of-flavor-your-gluten-free-passport_879/index.html,7,1,44,0
"A Piece of Sky, a Grain of Rice: A Memoir in Four Meditations",56.76,Five,https://books.toscrape.com/catalogue/a-piece-of-sky-a-grain-of-rice-a-memoir-in-four-meditations_878/index.html,7,5,61,1
A Murder in Time,16.64,One,https://books.toscrape.com/catalogue/a-murder-in-time_877/index.html,7,1,16,0
A Flight of Arrows (The Pathfinders #2),55.53,Five,https://books.toscrape.com/catalogue/a-flight-of-arrows-the-pathfinders-2_876/index.html,7,5,39,1
A Fierce and Subtle Poison,28.13,Four,https://books.toscrape.com/catalogue/a-fierce-and-subtle-poison_875/index.html,7,4,26,1
A Court of Thorns and Roses (A Court of Thorns and Roses #1),52.37,One,https://books.toscrape.com/catalogue/a-court-of-thorns-and-roses-a-court-of-thorns-and-roses-1_874/index.html,7,1,60,0
(Un)Qualified: How God Uses Broken People to Do Big Things,54.0,Five,https://books.toscrape.com/catalogue/unqualified-how-god-uses-broken-people-to-do-big-things_873/index.html,7,5,58,1
You Are What You Love: The Spiritual Power of Habit,21.87,Four,https://books.toscrape.com/catalogue/you-are-what-you-love-the-spiritual-power-of-habit_872/index.html,7,4,51,1
"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",43.3,Four,https://books.toscrape.com/catalogue/william-shakespeares-star-wars-verily-a-new-hope-william-shakespeares-star-wars-4_871/index.html,7,4,88,1
Tuesday Nights in 1980,21.04,Two,https://books.toscrape.com/catalogue/tuesday-nights-in-1980_870/index.html,7,2,22,0
Tracing Numbers on a Train,41.6,Three,https://books.toscrape.com/catalogue/tracing-numbers-on-a-train_869/index.html,7,3,26,0
Throne of Glass (Throne of Glass #1),35.07,Three,https://books.toscrape.com/catalogue/throne-of-glass-throne-of-glass-1_868/index.html,7,3,36,0
Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,59.64,One,https://books.toscrape.com/catalogue/thomas-jefferson-and-the-tripoli-pirates-the-forgotten-war-that-changed-american-history_867/index.html,7,1,89,0
Thirteen Reasons Why,52.72,One,https://books.toscrape.com/catalogue/thirteen-reasons-why_866/index.html,7,1,20,0
The White Cat and the Monk: A Retelling of the Poem âPangur BÃ¡nâ,58.08,Four,https://books.toscrape.com/catalogue/the-white-cat-and-the-monk-a-retelling-of-the-poem-pangur-ban_865/index.html,7,4,69,1
The Wedding Dress,24.12,One,https://books.toscrape.com/catalogue/the-wedding-dress_864/index.html,7,1,17,0
The Vacationers,42.15,Four,https://books.toscrape.com/catalogue/the-vacationers_863/index.html,7,4,15,1
The Third Wave: An Entrepreneurâs Vision of the Future,12.61,Five,https://books.toscrape.com/catalogue/the-third-wave-an-entrepreneurs-vision-of-the-future_862/index.html,7,5,56,1
The Stranger,17.44,Four,https://books.toscrape.com/catalogue/the-stranger_861/index.html,7,4,12,1
The Shadow Hero (The Shadow Hero),33.14,One,https://books.toscrape.com/catalogue/the-shadow-hero-the-shadow-hero_860/index.html,8,1,33,0
The Secret (The Secret #1),27.37,Four,https://books.toscrape.com/catalogue/the-secret-the-secret-1_859/index.html,8,4,26,1
The Regional Office Is Under Attack!,51.36,Five,https://books.toscrape.com/catalogue/the-regional-office-is-under-attack_858/index.html,8,5,36,1
The Psychopath Test: A Journey Through the Madness Industry,36.0,Two,https://books.toscrape.com/catalogue/the-psychopath-test-a-journey-through-the-madness-industry_857/index.html,8,2,59,0
The Project,10.65,One,https://books.toscrape.com/catalogue/the-project_856/index.html,8,1,11,0
The Power of Now: A Guide to Spiritual Enlightenment,43.54,Two,https://books.toscrape.com/catalogue/the-power-of-now-a-guide-to-spiritual-enlightenment_855/index.html,8,2,52,0
The Omnivore's Dilemma: A Natural History of Four Meals,38.21,Two,https://books.toscrape.com/catalogue/the-omnivores-dilemma-a-natural-history-of-four-meals_854/index.html,8,2,55,0
The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,37.34,Five,https://books.toscrape.com/catalogue/the-nerdy-nummies-cookbook-sweet-treats-for-the-geek-in-all-of-us_853/index.html,8,5,66,1
The Murder of Roger Ackroyd (Hercule Poirot #4),44.1,Four,https://books.toscrape.com/catalogue/the-murder-of-roger-ackroyd-hercule-poirot-4_852/index.html,8,4,47,1
The Mistake (Off-Campus #2),43.29,Three,https://books.toscrape.com/catalogue/the-mistake-off-campus-2_851/index.html,8,3,27,0
The Matchmaker's Playbook (Wingmen Inc. #1),55.85,One,https://books.toscrape.com/catalogue/the-matchmakers-playbook-wingmen-inc-1_850/index.html,8,1,43,0
The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,37.6,Two,https://books.toscrape.com/catalogue/the-love-and-lemons-cookbook-an-apple-to-zucchini-celebration-of-impromptu-cooking_849/index.html,8,2,83,0
The Long Shadow of Small Ghosts: Murder and Memory in an American City,10.97,One,https://books.toscrape.com/catalogue/the-long-shadow-of-small-ghosts-murder-and-memory-in-an-american-city_848/index.html,8,1,70,0
The Kite Runner,41.82,Four,https://books.toscrape.com/catalogue/the-kite-runner_847/index.html,8,4,15,1
The House by the Lake,36.95,One,https://books.toscrape.com/catalogue/the-house-by-the-lake_846/index.html,8,1,21,0
The Glittering Court (The Glittering Court #1),44.28,One,https://books.toscrape.com/catalogue/the-glittering-court-the-glittering-court-1_845/index.html,8,1,46,0
The Girl on the Train,55.02,Two,https://books.toscrape.com/catalogue/the-girl-on-the-train_844/index.html,8,2,21,0
The Genius of Birds,17.24,One,https://books.toscrape.com/catalogue/the-genius-of-birds_843/index.html,8,1,19,0
The Emerald Mystery,23.15,Two,https://books.toscrape.com/catalogue/the-emerald-mystery_842/index.html,8,2,19,0
The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,41.25,One,https://books.toscrape.com/catalogue/the-cookies-cups-cookbook-125-sweet-savory-recipes-reminding-you-to-always-eat-dessert-first_841/index.html,8,1,98,0
The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,32.0,Three,https://books.toscrape.com/catalogue/the-bridge-to-consciousness-im-writing-the-bridge-between-science-and-our-old-and-new-beliefs_840/index.html,9,3,96,0
The Artist's Way: A Spiritual Path to Higher Creativity,38.49,Five,https://books.toscrape.com/catalogue/the-artists-way-a-spiritual-path-to-higher-creativity_839/index.html,9,5,55,1
The Art of War,33.34,Five,https://books.toscrape.com/catalogue/the-art-of-war_838/index.html,9,5,14,1
The Argonauts,10.93,Two,https://books.toscrape.com/catalogue/the-argonauts_837/index.html,9,2,13,0
The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,27.55,Three,https://books.toscrape.com/catalogue/the-10-entrepreneur-live-your-startup-dream-without-quitting-your-day-job_836/index.html,9,3,75,0
Suddenly in Love (Lake Haven #1),55.99,Two,https://books.toscrape.com/catalogue/suddenly-in-love-lake-haven-1_835/index.html,9,2,32,0
Something More Than This,16.24,Four,https://books.toscrape.com/catalogue/something-more-than-this_834/index.html,9,4,24,1
Soft Apocalypse,26.12,Two,https://books.toscrape.com/catalogue/soft-apocalypse_833/index.html,9,2,15,0
So You've Been Publicly Shamed,12.23,Two,https://books.toscrape.com/catalogue/so-youve-been-publicly-shamed_832/index.html,9,2,30,0
Shoe Dog: A Memoir by the Creator of NIKE,23.99,Two,https://books.toscrape.com/catalogue/shoe-dog-a-memoir-by-the-creator-of-nike_831/index.html,9,2,41,0
"Shobu Samurai, Project Aryoku (#3)",29.06,Three,https://books.toscrape.com/catalogue/shobu-samurai-project-aryoku-3_830/index.html,9,3,34,0
Secrets and Lace (Fatal Hearts #1),20.27,One,https://books.toscrape.com/catalogue/secrets-and-lace-fatal-hearts-1_829/index.html,9,1,34,0
Scarlett Epstein Hates It Here,43.55,Five,https://books.toscrape.com/catalogue/scarlett-epstein-hates-it-here_828/index.html,9,5,30,1
